fighter_name,first,last,nickname,height_cm,weight_lbs,reach_cm,stance,dob,url
Francisco Figueiredo,Francisco,Figueiredo,Sniper,167.6,125.0,172.7,Southpaw,1989-10-23,http://ufcstats.com/fighter-details/cdadae5363b66eef
Anthony Figueroa,Anthony,Figueroa,,162.6,135.0,,Orthodox,,http://ufcstats.com/fighter-details/daff32bc96d1eabf
Edwin Figueroa,Edwin,Figueroa,El Feroz,170.2,135.0,175.3,Orthodox,1984-07-31,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8
Jonathan Figueroa,Jonathan,Figueroa,El Picante,,185.0,,,1995-02-05,http://ufcstats.com/fighter-details/2226445c4a196dc8
Anthony Figueroa,Anthony,Figueroa,,,155.0,,,,http://ufcstats.com/fighter-details/35e3a24591f4e2cd
Paulo Filho,Paulo,Filho,,172.7,185.0,,Southpaw,1978-05-24,http://ufcstats.com/fighter-details/2abdead94ce73552
Jafel Filho,Jafel,Filho,Pastor,170.2,125.0,172.7,Orthodox,1993-05-05,http://ufcstats.com/fighter-details/65adf3856c4d9256
Andre Fili,Andre,Fili,Touchy,180.3,145.0,188.0,Orthodox,1990-06-25,http://ufcstats.com/fighter-details/8fd808923cffff82
Mirko Filipovic,Mirko,Filipovic,Cro Cop,188.0,230.0,185.4,Southpaw,1974-09-10,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d
Brady Fink,Brady,Fink,,182.9,183.0,,Orthodox,,http://ufcstats.com/fighter-details/997b4f52f76a0b53
Jesse Finney,Jesse,Finney,,182.9,170.0,,,1974-07-11,http://ufcstats.com/fighter-details/0496cdac0bc9edd8
Jan Finney,Jan,Finney,Cuddles,172.7,135.0,,Orthodox,,http://ufcstats.com/fighter-details/3317823959d32a05
Torrez Finney,Torrez,Finney,The Punisher,172.7,185.0,190.5,Orthodox,1998-10-24,http://ufcstats.com/fighter-details/fbb60f24af5d5a02
Luigi Fioravanti,Luigi,Fioravanti,,172.7,170.0,177.8,Orthodox,1981-01-22,http://ufcstats.com/fighter-details/9583662df31d943f
Nick Fiore,Nick,Fiore,,177.8,155.0,182.9,Orthodox,1997-12-10,http://ufcstats.com/fighter-details/036e96c1c12b8a59
Manon Fiorot,Manon,Fiorot,The Beast,170.2,125.0,165.1,Orthodox,1990-02-17,http://ufcstats.com/fighter-details/34ff304266360297
Luiz Firmino,Luiz,Firmino,Buscape,167.6,154.0,,Orthodox,1982-03-18,http://ufcstats.com/fighter-details/16d09e800ad7ec79
Spencer Fisher,Spencer,Fisher,The King,170.2,155.0,172.7,Southpaw,1976-05-09,http://ufcstats.com/fighter-details/f34312c2ccfa0e00
Chris Fishgold,Chris,Fishgold,,172.7,145.0,172.7,Orthodox,1992-06-06,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
Bryanna Fissori,Bryanna,Fissori,,162.6,145.0,,,,http://ufcstats.com/fighter-details/5517bd590dbbe1f8
Jon Fitch,Jon,Fitch,,182.9,170.0,188.0,Orthodox,1978-02-24,http://ufcstats.com/fighter-details/6f018c039b4d5d80
Isi Fitikefu,Isi,Fitikefu,Doxz,177.8,205.0,,,,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5
Rafael Fiziev,Rafael,Fiziev,Ataman,172.7,155.0,180.3,Switch,1993-03-05,http://ufcstats.com/fighter-details/c814b4c899793af6
Colin Fletcher,Colin,Fletcher,The Freakshow,188.0,155.0,,Orthodox,1983-01-08,http://ufcstats.com/fighter-details/7d09200f6a77b20e
AJ Fletcher,AJ,Fletcher,The Ghost,177.8,170.0,170.2,Switch,1997-02-18,http://ufcstats.com/fighter-details/725b1abc9a39d873
Nathan Fletcher,Nathan,Fletcher,,170.2,135.0,177.8,Orthodox,1998-01-03,http://ufcstats.com/fighter-details/a2d342ffc83913ed
Jimmy Flick,Jimmy,Flick,The Brick,170.2,125.0,172.7,Orthodox,1990-09-07,http://ufcstats.com/fighter-details/09e62c450e754913
Luke Flores,Luke,Flores,,182.9,155.0,185.4,Southpaw,1988-03-17,http://ufcstats.com/fighter-details/b5f44dcb863f595b
Ty Flores,Ty,Flores,Big Medicine,190.5,205.0,185.4,Switch,1993-12-22,http://ufcstats.com/fighter-details/4bb0f74d5e26f89a
Alejandro Flores,Alejandro,Flores,El Gallito,177.8,145.0,185.4,Orthodox,1991-08-06,http://ufcstats.com/fighter-details/d23d5960ac5e117c
Kenny Florian,Kenny,Florian,KenFlo,177.8,145.0,188.0,Southpaw,1976-05-26,http://ufcstats.com/fighter-details/cb139171ed1b69fe
Darrius Flowers,Darrius,Flowers,Beast Mode,175.3,155.0,180.3,Orthodox,1994-08-25,http://ufcstats.com/fighter-details/65db4065e2bc107d
Cody Floyd,Cody,Floyd,,,,,,1988-07-18,http://ufcstats.com/fighter-details/8164250600b7c91b
Bobby Flynn,Bobby,Flynn,,,170.0,,,,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a
Caros Fodor,Caros,Fodor,The Future,175.3,155.0,188.0,Orthodox,1984-01-07,http://ufcstats.com/fighter-details/01d2ed8c502e3828
Mal Foki,Mal,Foki,Twin Tiger,170.2,220.0,,Orthodox,,http://ufcstats.com/fighter-details/fa534853eb195270
Matt Foki,Matt,Foki,Twin Tiger,170.2,220.0,,Orthodox,,http://ufcstats.com/fighter-details/5de61b03868035ff
AJ Fonseca,AJ,Fonseca,,162.6,145.0,,,,http://ufcstats.com/fighter-details/0adf1aacda5e26ac
Rob Font,Rob,Font,,172.7,135.0,180.3,Orthodox,1987-06-25,http://ufcstats.com/fighter-details/05339613bf8e9808
Claudionor Fontinelle,Claudionor,Fontinelle,,165.1,185.0,,Orthodox,,http://ufcstats.com/fighter-details/7a82635ffa9b59fe
Jesse Forbes,Jesse,Forbes,Kid Hercules,188.0,185.0,190.5,Southpaw,1984-10-24,http://ufcstats.com/fighter-details/947eccadb72f4f6f
Sterling Ford,Sterling,Ford,,177.8,155.0,,,1986-03-12,http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb
Codale Ford,Codale,Ford,Crunch Time,175.3,170.0,,,1979-05-13,http://ufcstats.com/fighter-details/5340123d826ceadb
Raheam Forest,Raheam,Forest,Rambo,180.3,170.0,185.4,Switch,1997-07-11,http://ufcstats.com/fighter-details/90390dd1b0791e7f
Jussier Formiga,Jussier,Formiga,,165.1,125.0,170.2,Orthodox,1985-04-14,http://ufcstats.com/fighter-details/b102c26727306ab6
Carol Foro,Carol,Foro,Anabelle,157.5,115.0,154.9,Orthodox,1997-03-21,http://ufcstats.com/fighter-details/77ba5b2939c4018b
Renee Forte,Renee,Forte,,170.2,155.0,180.3,Orthodox,1987-03-27,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e
Brianna Fortino,Brianna,Fortino,The Bull,152.4,115.0,157.5,Southpaw,1993-08-04,http://ufcstats.com/fighter-details/b53c46f613f6f248
Marcel Fortuna,Marcel,Fortuna,,185.4,205.0,188.0,Orthodox,1985-10-22,http://ufcstats.com/fighter-details/d761b3766e38c5db
Tyrell Fortune,Tyrell,Fortune,,,125.0,,,2004-10-19,http://ufcstats.com/fighter-details/bc7f4b2d4c2724a2
Brian Foster,Brian,Foster,The Foster Boy,175.3,170.0,180.3,Orthodox,1984-04-03,http://ufcstats.com/fighter-details/3dc3022232b79c7a
Xavier Foupa-Pokam,Xavier,Foupa-Pokam,Professor X,185.4,185.0,,Open Stance,1982-07-03,http://ufcstats.com/fighter-details/ec33146e43e58933
Mason Fowler,Mason,Fowler,,180.3,170.0,,,,http://ufcstats.com/fighter-details/d745d4146be48679
Brandon Foxworth,Brandon,Foxworth,,180.3,145.0,,Orthodox,1979-04-28,http://ufcstats.com/fighter-details/f65a0eb902f9476b
Hermes Franca,Hermes,Franca,,167.6,155.0,180.3,Orthodox,1974-08-26,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e
Glaico Franca Moreira,Glaico,Franca Moreira,Nego,182.9,155.0,195.6,Orthodox,1991-02-28,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21
Francisco France,Francisco,France,Kiko,182.9,205.0,,,1983-01-21,http://ufcstats.com/fighter-details/ecfdbf38681a59ba
John Franchi,John,Franchi,,167.6,145.0,170.2,Orthodox,1982-07-16,http://ufcstats.com/fighter-details/b9532d815060de7f
Felipe Franco,Felipe,Franco,,185.4,205.0,193.0,Orthodox,2001-01-22,http://ufcstats.com/fighter-details/e564146b9cf6dbef
Rich Franklin,Rich,Franklin,Ace,185.4,185.0,193.0,Southpaw,1974-10-05,http://ufcstats.com/fighter-details/d897897060f10a3a
Xavier Franklin,Xavier,Franklin,Mr. Benjamin,167.6,135.0,167.6,Southpaw,1996-10-15,http://ufcstats.com/fighter-details/90957a918e26bf9c
Zoila Frausto,Zoila,Frausto,Warrior Princess,162.6,135.0,,Orthodox,,http://ufcstats.com/fighter-details/040d3b4c735541aa
Stephanie Frausto,Stephanie,Frausto,Lil Bovy,157.5,115.0,154.9,Orthodox,1990-09-20,http://ufcstats.com/fighter-details/fee02819a271c050
Zane Frazier,Zane,Frazier,Nasty,195.6,250.0,,Orthodox,,http://ufcstats.com/fighter-details/d3711d3784b76255
Gary Frazier,Gary,Frazier,,182.9,245.0,,Orthodox,,http://ufcstats.com/fighter-details/3beeeafcbc8b4cbc
Justin Frazier,Justin,Frazier,The Grizzly Bear,182.9,265.0,190.5,Southpaw,1989-06-15,http://ufcstats.com/fighter-details/78863e4a28204a6b
Ian Freeman,Ian,Freeman,The Machine,180.3,225.0,,Orthodox,1966-11-10,http://ufcstats.com/fighter-details/b4bc2e3353a770b5
Jason Freeman,Jason,Freeman,,188.0,225.0,,,1976-09-02,http://ufcstats.com/fighter-details/5870bd1eadf4f322
Kennedy Freeman,Kennedy,Freeman,The Machine 2.0,,125.0,,,1996-11-26,http://ufcstats.com/fighter-details/63d071997c75e3fd
Denzel Freeman,Denzel,Freeman,Luke Fox,,265.0,,,,http://ufcstats.com/fighter-details/b5c19c34f12c917e
Willamy Freire,Willamy,Freire,Chiquerim,172.7,155.0,,Orthodox,1987-07-28,http://ufcstats.com/fighter-details/f1f37d667bcd0d27
Patricky Freire,Patricky,Freire,Pitbull,170.2,155.0,180.3,,1986-06-01,http://ufcstats.com/fighter-details/90e6dde9113830bd
Jeremy Freitag,Jeremy,Freitag,,185.4,205.0,,,,http://ufcstats.com/fighter-details/a47e9ec288c91067
Rafael Freitas,Rafael,Freitas,Capoeira,,205.0,,Orthodox,,http://ufcstats.com/fighter-details/14b9e0f2679a2205
Donavon Frelow,Donavon,Frelow,,170.2,135.0,,Orthodox,1985-01-20,http://ufcstats.com/fighter-details/9aa56f004b2bca07
Josh Fremd,Josh,Fremd,,193.0,185.0,193.0,Orthodox,1994-01-15,http://ufcstats.com/fighter-details/ca43de99b07b6b40
Clay French,Clay,French,,170.2,161.0,,Southpaw,1980-10-07,http://ufcstats.com/fighter-details/73321668ff977f1b
Mike French,Mike,French,,177.8,145.0,,,1975-05-29,http://ufcstats.com/fighter-details/756f45905fb20cb5
Matt Frevola,Matt,Frevola,The SteamRolla,175.3,155.0,180.3,Orthodox,1990-06-11,http://ufcstats.com/fighter-details/dccb63727f2f5f74
Jinh Yu Frey,Jinh Yu,Frey,,160.0,115.0,165.1,Southpaw,1985-05-20,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
Artem Frolov,Artem,Frolov,,177.8,185.0,,,1991-09-07,http://ufcstats.com/fighter-details/ee704df0afd74558
Sarah Frota,Sarah,Frota,A Treta,167.6,125.0,175.3,Southpaw,1987-04-14,http://ufcstats.com/fighter-details/1641ef250e9de19b
Daniel Frunza,Daniel,Frunza,,185.4,170.0,185.4,Orthodox,1994-04-13,http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68
Don Frye,Don,Frye,The Predator,185.4,219.0,,Orthodox,1965-11-23,http://ufcstats.com/fighter-details/271fe91f4ba9d2c5
Allen Frye Jr.,Allen,Frye Jr.,,,265.0,,,1998-04-15,http://ufcstats.com/fighter-details/73a78713bd899f4c
Tony Fryklund,Tony,Fryklund,The Freak,182.9,185.0,,Orthodox,1971-03-26,http://ufcstats.com/fighter-details/253de74457bd6374
Adam Fugitt,Adam,Fugitt,,185.4,170.0,195.6,Southpaw,1989-01-12,http://ufcstats.com/fighter-details/a01a62132460a98d
Jesse Fujarczyk,Jesse,Fujarczyk,The Ronin,193.0,225.0,,Southpaw,1983-01-28,http://ufcstats.com/fighter-details/c3c38c86f5ab9b5c
Katsuhisa Fujii,Katsuhisa,Fujii,Shamoji,182.9,205.0,,Orthodox,1972-08-15,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf
Megumi Fujii,Megumi,Fujii,Mega Megu,160.0,113.0,,,1974-04-26,http://ufcstats.com/fighter-details/fb6c531726447ff3
Kazuyuki Fujita,Kazuyuki,Fujita,Ironhead,182.9,235.0,,Orthodox,1970-10-16,http://ufcstats.com/fighter-details/b1605ea39fba6af6
Keisuke Fujiwara,Keisuke,Fujiwara,,167.6,139.0,,Switch,,http://ufcstats.com/fighter-details/ccd58ff71e260ed5
Riki Fukuda,Riki,Fukuda,,182.9,185.0,185.4,Southpaw,1981-01-06,http://ufcstats.com/fighter-details/7c35f869033901ae
Machi Fukuda,Machi,Fukuda,Kakutou Komachi,,115.0,,,2003-06-03,http://ufcstats.com/fighter-details/42189c98d434a413
Masio Fullen,Masio,Fullen,Lobo,177.8,145.0,177.8,Orthodox,1986-10-06,http://ufcstats.com/fighter-details/4638cc6479cc0afe
Travis Fulton,Travis,Fulton,The Ironman,182.9,240.0,,Orthodox,1977-05-29,http://ufcstats.com/fighter-details/911fb265462f0d94
Sam Fulton,Sam,Fulton,,,,,,,http://ufcstats.com/fighter-details/1f5f75658551f2d3
Masakatsu Funaki,Masakatsu,Funaki,,182.9,185.0,,Southpaw,1969-03-13,http://ufcstats.com/fighter-details/aa3153a9941b4d44
Ricardo Funch,Ricardo,Funch,Golden Boy,177.8,170.0,188.0,Southpaw,1980-08-14,http://ufcstats.com/fighter-details/e9e1acc96536bb4f
Katsuaki Furuki,Katsuaki,Furuki,,182.9,168.0,,,1980-11-10,http://ufcstats.com/fighter-details/c3e2eca94b2320bc
James Gabert,James,Gabert,,,178.0,,,,http://ufcstats.com/fighter-details/fcd8b623892b9a10
Gustavo Gabriel,Gustavo,Gabriel,,167.6,125.0,,Orthodox,1994-04-01,http://ufcstats.com/fighter-details/fe98f86284a6eeb3
Claudia Gadelha,Claudia,Gadelha,Claudinha,162.6,115.0,160.0,Orthodox,1988-12-07,http://ufcstats.com/fighter-details/ec34349e7dffcde7
Alavutdin Gadjiev,Alavutdin,Gadjiev,,188.0,185.0,,Orthodox,1982-06-23,http://ufcstats.com/fighter-details/a7a79b8efbceaaac
Magomed Gadzhiyasulov,Magomed,Gadzhiyasulov,,188.0,205.0,190.5,Orthodox,1993-11-04,http://ufcstats.com/fighter-details/6e344b71421103da
Justin Gaethje,Justin,Gaethje,The Highlight,180.3,155.0,177.8,Orthodox,1988-11-14,http://ufcstats.com/fighter-details/9e8f6c728eb01124
Sheila Gaff,Sheila,Gaff,The German Tank,165.1,135.0,,Orthodox,1989-12-29,http://ufcstats.com/fighter-details/837d30395faca41e
Muin Gafurov,Muin,Gafurov,Tajik,170.2,135.0,172.7,Orthodox,1996-05-17,http://ufcstats.com/fighter-details/a54660deb6a8489c
Mitch Gagnon,Mitch,Gagnon,,165.1,135.0,165.1,Southpaw,1984-10-10,http://ufcstats.com/fighter-details/b8592b4a383696cd
Brandon Gaines,Brandon,Gaines,,190.5,185.0,,,,http://ufcstats.com/fighter-details/8e6cfbd455f0f9c2
Nicholas Galanti,Nicholas,Galanti,,,185.0,,,1998-06-18,http://ufcstats.com/fighter-details/8988705468d04ef7
Travis Galbraith,Travis,Galbraith,The Gladiator,182.9,170.0,,Orthodox,1981-05-18,http://ufcstats.com/fighter-details/06dc1a58663579d2
Dave Galera,Dave,Galera,Scarecrow,180.3,135.0,,Orthodox,1978-01-12,http://ufcstats.com/fighter-details/0876d21328cf4a45
Zelg Galesic,Zelg,Galesic,Benkei,188.0,185.0,,Orthodox,1979-02-16,http://ufcstats.com/fighter-details/8a1b4330c7957961
Mickey Gall,Mickey,Gall,,188.0,170.0,188.0,Switch,1992-01-22,http://ufcstats.com/fighter-details/9e50097a89442158
Daniel Gallemore,Daniel,Gallemore,Big Kansas,195.6,265.0,,,,http://ufcstats.com/fighter-details/96706c75a2b14164
Tom Gallicchio,Tom,Gallicchio,Da Tank,177.8,170.0,,Southpaw,1986-09-23,http://ufcstats.com/fighter-details/cc81c92fe2254935
Turrell Galloway,Turrell,Galloway,,160.0,145.0,,,,http://ufcstats.com/fighter-details/7e654edcddd71550
Eric Galvan,Eric,Galvan,,,155.0,,,,http://ufcstats.com/fighter-details/ad3fdba28a7540cf
Andre Galvao,Andre,Galvao,,170.2,168.0,,Orthodox,1982-09-29,http://ufcstats.com/fighter-details/45fe6765c56d8018
Marcos Galvao,Marcos,Galvao,Loro,170.2,135.0,,Orthodox,1981-06-23,http://ufcstats.com/fighter-details/e15d0a2519d6a0b5
Lucas Gamaza,Lucas,Gamaza,,,170.0,,,,http://ufcstats.com/fighter-details/289a3b69b85da7cd
Joey Gambino,Joey,Gambino,The Raging Warrior,170.2,145.0,,Orthodox,1988-10-26,http://ufcstats.com/fighter-details/10559c53de0b950e
Manvel Gamburyan,Manvel,Gamburyan,The Anvil,165.1,135.0,170.2,Orthodox,1981-05-08,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
Mateusz Gamrot,Mateusz,Gamrot,Gamer,177.8,155.0,177.8,Southpaw,1990-12-11,http://ufcstats.com/fighter-details/72db2a14ffa73ece
Shamil Gamzatov,Shamil,Gamzatov,,188.0,205.0,193.0,Orthodox,1990-08-09,http://ufcstats.com/fighter-details/0d980975001ae3d8
Ryan Gandra,Ryan,Gandra,Problema,185.4,185.0,188.0,Orthodox,1995-05-08,http://ufcstats.com/fighter-details/e463ce0a2ca474f4
Ariel Gandulla,Ariel,Gandulla,,180.3,205.0,,Orthodox,1968-05-07,http://ufcstats.com/fighter-details/41904fc4d3f5bffc
Ciryl Gane,Ciryl,Gane,Bon Gamin,193.0,245.0,205.7,Orthodox,1990-04-12,http://ufcstats.com/fighter-details/787bb1f087ccff8a
Sean Gannon,Sean,Gannon,The Cannon,190.5,265.0,,Southpaw,,http://ufcstats.com/fighter-details/6d7886b094b471ac
Tommy Gantt,Tommy,Gantt,,180.3,155.0,193.0,Orthodox,1993-01-09,http://ufcstats.com/fighter-details/de83f920fd302871
Junye Gao,Junye,Gao,,,125.0,,,,http://ufcstats.com/fighter-details/8b27d25ce0221d60
Eduardo Garagorri,Eduardo,Garagorri,,175.3,145.0,177.8,Orthodox,1989-05-28,http://ufcstats.com/fighter-details/7bde387d50829adf
Cody Garbrandt,Cody,Garbrandt,No Love,172.7,135.0,165.1,Orthodox,1991-07-07,http://ufcstats.com/fighter-details/d8c7c61b176e3994
Leonard Garcia,Leonard,Garcia,Bad Boy,177.8,145.0,172.7,Orthodox,1979-07-14,http://ufcstats.com/fighter-details/917e53fa0adea0d3
Edgar Garcia,Edgar,Garcia,,177.8,170.0,180.3,Orthodox,1984-02-22,http://ufcstats.com/fighter-details/8d49545dadf9b919
Alejandro Garcia,Alejandro,Garcia,Alex,170.2,145.0,,,,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da
Alex Garcia,Alex,Garcia,The Dominican Nightmare,175.3,170.0,182.9,Orthodox,1987-07-14,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69
Nick Garcia,Nick,Garcia,Nitro,162.6,125.0,,,,http://ufcstats.com/fighter-details/8a04d94dfcfab159
Steve Garcia,Steve,Garcia,Mean Machine,182.9,145.0,190.5,Southpaw,1992-05-22,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889
Elias Garcia,Elias,Garcia,,165.1,125.0,170.2,Southpaw,1992-09-13,http://ufcstats.com/fighter-details/ac5a7400da3a9a41
Rafa Garcia,Rafa,Garcia,Gifted,170.2,155.0,177.8,Orthodox,1994-08-05,http://ufcstats.com/fighter-details/e132d47bd9efbbe0
Fernie Garcia,Fernie,Garcia,,170.2,135.0,170.2,Orthodox,1992-04-12,http://ufcstats.com/fighter-details/9e92e1ca498d7244
Rulon Gardner,Rulon,Gardner,,190.5,265.0,,Orthodox,1971-08-16,http://ufcstats.com/fighter-details/4f7e290e71d60f87
David Gardner,David,Gardner,,180.3,155.0,,Orthodox,1977-05-17,http://ufcstats.com/fighter-details/70167689d6a01793
Pablo Garza,Pablo,Garza,The Scarecrow,185.4,145.0,185.4,Orthodox,1983-09-16,http://ufcstats.com/fighter-details/8e5bfd4e82352340
John Garza,John,Garza,Mowgli,170.2,135.0,172.7,Orthodox,2002-10-30,http://ufcstats.com/fighter-details/a54b961a1f8be1d5
Magomedrasul Gasanov,Magomedrasul,Gasanov,,,185.0,,,1994-10-23,http://ufcstats.com/fighter-details/30ba4c2779e68a1e
Azamat Gashimov,Azamat,Gashimov,,167.6,125.0,,Orthodox,1990-04-07,http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3
Brian Gassaway,Brian,Gassaway,,185.4,170.0,,Orthodox,1972-08-07,http://ufcstats.com/fighter-details/e4770d5ed44a3970
Kelvin Gastelum,Kelvin,Gastelum,,175.3,185.0,180.3,Southpaw,1991-10-24,http://ufcstats.com/fighter-details/8c0580d4fff106c1
Willie Gates,Willie,Gates,,172.7,125.0,182.9,Orthodox,1987-01-21,http://ufcstats.com/fighter-details/6ded9184b2284645
Melissa Gatto,Melissa,Gatto,,165.1,135.0,175.3,Orthodox,1996-05-02,http://ufcstats.com/fighter-details/a4a80dd7336ffd59
Sean Gauci,Sean,Gauci,,165.1,125.0,162.6,Switch,1996-10-07,http://ufcstats.com/fighter-details/d758f272d94f5866
Louis Gaudinot,Louis,Gaudinot,Goodnight,160.0,125.0,160.0,Orthodox,1984-08-28,http://ufcstats.com/fighter-details/b72a60a0cadff408
Ateba Gautier,Ateba,Gautier,The Storm,193.0,185.0,205.7,Switch,2002-04-10,http://ufcstats.com/fighter-details/2f815ed5f8278ba6
Manuel Gaxhja,Manuel,Gaxhja,,172.7,155.0,,Switch,1997-07-23,http://ufcstats.com/fighter-details/618643d0d5c0631d
Shamil Gaziev,Shamil,Gaziev,,193.0,265.0,198.1,Orthodox,1990-02-10,http://ufcstats.com/fighter-details/6747ccd6d1acd266
Charlene Gellner,Charlene,Gellner,Princess,157.5,125.0,,,,http://ufcstats.com/fighter-details/effd0b70e6749ab2
Chad George,Chad,George,Savage,167.6,135.0,172.7,Southpaw,1982-04-30,http://ufcstats.com/fighter-details/14e797332ea32cdb
Paul Georgieff,Paul,Georgieff,,188.0,170.0,,Orthodox,1982-09-22,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7
Brian Geraghty,Brian,Geraghty,Duke,170.2,155.0,,Orthodox,1980-11-04,http://ufcstats.com/fighter-details/15edcf67ccf5be84
Derek Getzel,Derek,Getzel,The Pretzel,182.9,155.0,,,,http://ufcstats.com/fighter-details/42883268854b78be
Karine Gevorgyan,Karine,Gevorgyan,The Princess,162.6,125.0,160.0,,1989-03-09,http://ufcstats.com/fighter-details/2db0c114414d4f06
Yanis Ghemmouri,Yanis,Ghemmouri,The Desert Warrior,175.3,135.0,175.3,Orthodox,1995-01-24,http://ufcstats.com/fighter-details/eb70e786bbdf1d16
Darrel Gholar,Darrel,Gholar,,172.7,194.0,,Orthodox,,http://ufcstats.com/fighter-details/a24e080000fa7a35
Tiki Ghosn,Tiki,Ghosn,,177.8,170.0,,Orthodox,1977-02-09,http://ufcstats.com/fighter-details/cb6783c39c01d896
Christos Giagos,Christos,Giagos,The Spartan,177.8,155.0,180.3,Orthodox,1990-01-23,http://ufcstats.com/fighter-details/de45aaae23dfa392
Joe Giannetti,Joe,Giannetti,,182.9,155.0,188.0,Southpaw,1995-07-05,http://ufcstats.com/fighter-details/946db8a378903cc3
Nick Gibbons,Nick,Gibbons,,177.8,155.0,,,,http://ufcstats.com/fighter-details/96a221341035b701
James Giboo,James,Giboo,,180.3,170.0,,Orthodox,1978-01-06,http://ufcstats.com/fighter-details/f74e037b97917027
Lance Gibson,Lance,Gibson,Fearless,175.3,185.0,,Orthodox,1970-11-20,http://ufcstats.com/fighter-details/63eedfcc73071d41
Lee Gibson,Lee,Gibson,Lethal,170.2,155.0,,,,http://ufcstats.com/fighter-details/69db199087a1a792
Cody Gibson,Cody,Gibson,The Renegade,177.8,135.0,180.3,Orthodox,1987-09-11,http://ufcstats.com/fighter-details/700a674c042b7a96
Chase Gibson,Chase,Gibson,El Guero,177.8,155.0,182.9,Orthodox,1990-02-07,http://ufcstats.com/fighter-details/09439946214993bc
Lance Gibson Jr.,Lance,Gibson Jr.,Fearless,,155.0,,,1995-02-02,http://ufcstats.com/fighter-details/07bc580bdf3eb9c8
Kenny Giddens,Kenny,Giddens,,180.3,155.0,,,,http://ufcstats.com/fighter-details/db8b800176d26f6e
Thomas Gifford,Thomas,Gifford,The Young Lion,185.4,155.0,190.5,Orthodox,1992-07-26,http://ufcstats.com/fighter-details/e7f51d9f9e9259e7
Joseph Gigliotti,Joseph,Gigliotti,Capo,180.3,185.0,,Orthodox,1993-08-13,http://ufcstats.com/fighter-details/83825fad27ab3581
Joey Gilbert,Joey,Gilbert,,180.3,155.0,,Orthodox,1976-06-05,http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc
Trevin Giles,Trevin,Giles,,182.9,170.0,188.0,Orthodox,1992-08-06,http://ufcstats.com/fighter-details/b27a1fcb56a3035a
Kultar Gill,Kultar,Gill,Black Mamba,182.9,154.0,,Orthodox,1979-03-24,http://ufcstats.com/fighter-details/42c96a9c4802e2e1
Jesse Gillespie,Jesse,Gillespie,,,185.0,,,,http://ufcstats.com/fighter-details/160b931119c1bf91
Gregor Gillespie,Gregor,Gillespie,The Gift,170.2,155.0,180.3,Orthodox,1986-11-13,http://ufcstats.com/fighter-details/84ff027394f7e470
Jason Gilliam,Jason,Gilliam,,182.9,170.0,,Orthodox,,http://ufcstats.com/fighter-details/91720876db0ee468
Micheal Gillmore,Micheal,Gillmore,The Gentleman,180.3,170.0,182.9,Orthodox,1987-03-28,http://ufcstats.com/fighter-details/ce175eaafe867d1f
