event_name,event_date,location,bout,fighter_a,fighter_b,winner,outcome_a,outcome_b,weight_class,method,finish_round,finish_time,time_format,referee,fight_url
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Nikita Krylov vs. Alexander Gustafsson,Nikita Krylov,Alexander Gustafsson,Nikita Krylov,W,L,Light Heavyweight Bout,KO/TKO,1,1:07,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/1ff520024da5b3b2
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Molly McCann vs. Hannah Goldy,Molly McCann,Hannah Goldy,Molly McCann,W,L,Women's Flyweight Bout,KO/TKO,1,3:52,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/a57969d4ba7d4a79
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Mason Jones vs. Ludovit Klein,Mason Jones,Ludovit Klein,Ludovit Klein,L,W,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/b0d06858fb725654
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Nathaniel Wood vs. Charles Rosa,Nathaniel Wood,Charles Rosa,Nathaniel Wood,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,http://ufcstats.com/fight-details/f6fd50bf69bb59e6
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Makwan Amirkhani vs. Jonathan Pearce,Makwan Amirkhani,Jonathan Pearce,Jonathan Pearce,L,W,Featherweight Bout,KO/TKO,2,4:10,3 Rnd (5-5-5),Daniel Movahedi,http://ufcstats.com/fight-details/3d35f25d9792a69a
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Muhammad Mokaev vs. Charles Johnson,Muhammad Mokaev,Charles Johnson,Muhammad Mokaev,W,L,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/2dbf9d8d6915711e
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Jai Herbert vs. Kyle Nelson,Jai Herbert,Kyle Nelson,Jai Herbert,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/a1029686c3f1bead
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Mandy Bohm vs. Victoria Leonardo,Mandy Bohm,Victoria Leonardo,Victoria Leonardo,L,W,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,http://ufcstats.com/fight-details/e600b78e5a652dc0
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Claudio Silva vs. Nicolas Dalby,Claudio Silva,Nicolas Dalby,Nicolas Dalby,L,W,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,http://ufcstats.com/fight-details/1c84dafe38694c05
UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,"London, England, United Kingdom",Marc Diakiese vs. Damir Hadzovic,Marc Diakiese,Damir Hadzovic,Marc Diakiese,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/dd6dbe644f599795
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Julianna Pena vs. Amanda Nunes,Julianna Pena,Amanda Nunes,Amanda Nunes,L,W,UFC Women's Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran,http://ufcstats.com/fight-details/72c3e5eacde4f0e5
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Derrick Lewis vs. Sergei Pavlovich,Derrick Lewis,Sergei Pavlovich,Sergei Pavlovich,L,W,Heavyweight Bout,KO/TKO,1,0:55,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/52f87252af59e23b
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Alexandre Pantoja vs. Alex Perez,Alexandre Pantoja,Alex Perez,Alexandre Pantoja,W,L,Flyweight Bout,Submission,1,1:31,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/96b62bd56b252bab
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Magomed Ankalaev vs. Anthony Smith,Magomed Ankalaev,Anthony Smith,Magomed Ankalaev,W,L,Light Heavyweight Bout,KO/TKO,2,3:09,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/058c2724dec1add1
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Alex Morono vs. Matthew Semelsberger,Alex Morono,Matthew Semelsberger,Alex Morono,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/579b5770129b328a
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Brandon Moreno vs. Kai Kara-France,Brandon Moreno,Kai Kara-France,Brandon Moreno,W,L,UFC Interim Flyweight Title Bout,KO/TKO,3,4:34,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/5a1ce88ec1f75160
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Don'Tale Mayes vs. Hamdy Abdelwahab,Don'Tale Mayes,Hamdy Abdelwahab,,NC,NC,Heavyweight Bout,Overturned,3,5:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/5a2b86570110191b
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Drakkar Klose vs. Rafa Garcia,Drakkar Klose,Rafa Garcia,Drakkar Klose,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/189b9af881b96de6
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Michael Morales vs. Adam Fugitt,Michael Morales,Adam Fugitt,Michael Morales,W,L,Welterweight Bout,KO/TKO,3,1:09,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e492dc60d8e44866
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Joselyne Edwards vs. Ji Yeon Kim,Joselyne Edwards,Ji Yeon Kim,Joselyne Edwards,W,L,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/0366e183296fea07
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Nicolae Negumereanu vs. Ihor Potieria,Nicolae Negumereanu,Ihor Potieria,Nicolae Negumereanu,W,L,Light Heavyweight Bout,KO/TKO,2,3:33,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/1ed550f094ca7745
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Orion Cosce vs. Blood Diamond,Orion Cosce,Blood Diamond,Orion Cosce,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/66f7bb31d24b3b36
UFC 277: Pena vs. Nunes 2,2022-07-30,"Dallas, Texas, USA",Drew Dober vs. Rafael Alves,Drew Dober,Rafael Alves,Drew Dober,W,L,Lightweight Bout,KO/TKO,3,1:30,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/81a18de517a3336a
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Thiago Santos vs. Jamahal Hill,Thiago Santos,Jamahal Hill,Jamahal Hill,L,W,Light Heavyweight Bout,KO/TKO,4,2:31,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/a8bc6e005077bb0b
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Vicente Luque vs. Geoff Neal,Vicente Luque,Geoff Neal,Geoff Neal,L,W,Welterweight Bout,KO/TKO,3,2:01,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/a6b328733d610e2b
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Mohammed Usman vs. Zac Pauga,Mohammed Usman,Zac Pauga,Mohammed Usman,W,L,Heavyweight Bout,KO/TKO,2,0:36,3 Rnd + OT (5-5-5-5),Mark Smith,http://ufcstats.com/fight-details/36f38c2534ef646b
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Brogan Walker vs. Juliana Miller,Brogan Walker,Juliana Miller,Juliana Miller,L,W,Women's Flyweight Bout,KO/TKO,3,3:57,3 Rnd + OT (5-5-5-5),Keith Peterson,http://ufcstats.com/fight-details/2b11aa4b90b1dd41
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Augusto Sakai vs. Serghei Spivac,Augusto Sakai,Serghei Spivac,Serghei Spivac,L,W,Heavyweight Bout,KO/TKO,2,3:42,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/044d210d7b1eb519
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Sam Alvey vs. Michal Oleksiejczuk,Sam Alvey,Michal Oleksiejczuk,Michal Oleksiejczuk,L,W,Middleweight Bout,KO/TKO,1,1:56,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/eda397c27787afa4
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Bryan Battle vs. Takashi Sato,Bryan Battle,Takashi Sato,Bryan Battle,W,L,Welterweight Bout,KO/TKO,1,0:44,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/4adef20ce69217be
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Cory McKenna vs. Miranda Granger,Cory McKenna,Miranda Granger,Cory McKenna,W,L,Women's Strawweight Bout,Submission,2,1:03,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/b5274277ef6707c9
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Mayra Bueno Silva vs. Stephanie Egger,Mayra Bueno Silva,Stephanie Egger,Mayra Bueno Silva,W,L,Women's Bantamweight Bout,Submission,1,1:17,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/a274ed04c36d40d4
UFC Fight Night: Santos vs. Hill,2022-08-06,"Las Vegas, Nevada, USA",Terrance McKinney vs. Erick Gonzalez,Terrance McKinney,Erick Gonzalez,Terrance McKinney,W,L,Lightweight Bout,Submission,1,2:17,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/b530bb13aac1e48b
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Priscila Cachoeira vs. Ariane da Silva,Priscila Cachoeira,Ariane da Silva,Priscila Cachoeira,W,L,Women's Bantamweight Bout,KO/TKO,1,1:05,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/abd50fad1e7b030b
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Marlon Vera vs. Dominick Cruz,Marlon Vera,Dominick Cruz,Marlon Vera,W,L,Bantamweight Bout,KO/TKO,4,2:17,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/11cc331fa40ede63
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Nate Landwehr vs. David Onama,Nate Landwehr,David Onama,Nate Landwehr,W,L,Featherweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/efd7efba85092c6f
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Yazmin Jauregui vs. Iasmin Lucindo,Yazmin Jauregui,Iasmin Lucindo,Yazmin Jauregui,W,L,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/833d67f423315d18
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Devin Clark vs. Azamat Murzakanov,Devin Clark,Azamat Murzakanov,Azamat Murzakanov,L,W,Light Heavyweight Bout,KO/TKO,3,1:18,3 Rnd (5-5-5),Frank Trigg,http://ufcstats.com/fight-details/d19e010f071a4b45
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Bruno Silva vs. Gerald Meerschaert,Bruno Silva,Gerald Meerschaert,Gerald Meerschaert,L,W,Middleweight Bout,Submission,3,1:39,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/38b6ef176439c39b
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Martin Buday vs. Lukasz Brzeski,Martin Buday,Lukasz Brzeski,Martin Buday,W,L,Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Frank Trigg,http://ufcstats.com/fight-details/b96c8fef6c9f92db
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Angela Hill vs. Loopy Godinez,Angela Hill,Loopy Godinez,Angela Hill,W,L,Catch Weight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/5f31f3e32669f5b9
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Cynthia Calvillo vs. Nina Nunes,Cynthia Calvillo,Nina Nunes,Nina Nunes,L,W,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/8986373b4a6e90b6
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Gabriel Benitez vs. Charlie Ontiveros,Gabriel Benitez,Charlie Ontiveros,Gabriel Benitez,W,L,Lightweight Bout,KO/TKO,1,3:33,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/f858f91453555291
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Ode Osbourne vs. Tyson Nam,Ode Osbourne,Tyson Nam,Tyson Nam,L,W,Flyweight Bout,KO/TKO,1,2:59,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/0823f97be9c3a62e
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Jason Witt vs. Josh Quinlan,Jason Witt,Josh Quinlan,Josh Quinlan,L,W,Catch Weight Bout,KO/TKO,1,2:09,3 Rnd (5-5-5),Frank Trigg,http://ufcstats.com/fight-details/7f9a331bc3100afd
UFC Fight Night: Vera vs. Cruz,2022-08-13,"San Diego, California, USA",Youssef Zalal vs. Da'Mon Blackshear,Youssef Zalal,Da'Mon Blackshear,,D,D,Bantamweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e05a18b6ce22fa1f
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Kamaru Usman vs. Leon Edwards,Kamaru Usman,Leon Edwards,Leon Edwards,L,W,UFC Welterweight Title Bout,KO/TKO,5,4:04,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/f70c817388602681
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Paulo Costa vs. Luke Rockhold,Paulo Costa,Luke Rockhold,Paulo Costa,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/2de6652160cc7b9f
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Jose Aldo vs. Merab Dvalishvili,Jose Aldo,Merab Dvalishvili,Merab Dvalishvili,L,W,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/2ac3ce1f62b3c4b9
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Wu Yanan vs. Lucie Pudilova,Wu Yanan,Lucie Pudilova,Lucie Pudilova,L,W,Women's Bantamweight Bout,KO/TKO,2,4:04,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/2cd9e3796be57a79
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Tyson Pedro vs. Harry Hunsucker,Tyson Pedro,Harry Hunsucker,Tyson Pedro,W,L,Light Heavyweight Bout,KO/TKO,1,1:05,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/5abcf9f282983acc
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Marcin Tybura vs. Alexandr Romanov,Marcin Tybura,Alexandr Romanov,Marcin Tybura,W,L,Heavyweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/e0b98f3cf4a7cc3b
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Leonardo Santos vs. Jared Gordon,Leonardo Santos,Jared Gordon,Jared Gordon,L,W,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/0cf7a4593fd44e59
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Sean Woodson vs. Luis Saldana,Sean Woodson,Luis Saldana,,D,D,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/2ac9b3ccb43422d8
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",AJ Fletcher vs. Ange Loosa,AJ Fletcher,Ange Loosa,Ange Loosa,L,W,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/4dac5258f22be059
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Amir Albazi vs. Francisco Figueiredo,Amir Albazi,Francisco Figueiredo,Amir Albazi,W,L,Flyweight Bout,Submission,1,4:34,3 Rnd (5-5-5),Dave Seljestad,http://ufcstats.com/fight-details/6b9f82291930bfec
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Aoriqileng vs. Jay Perrin,Aoriqileng,Jay Perrin,Aoriqileng,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tyler Tomlinson,http://ufcstats.com/fight-details/d497d74a0df9e35e
UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",Daniel Lacerda vs. Victor Altamirano,Daniel Lacerda,Victor Altamirano,Victor Altamirano,L,W,Flyweight Bout,KO/TKO,1,3:39,3 Rnd (5-5-5),Dave Seljestad,http://ufcstats.com/fight-details/06d6cde7479711ee
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Ciryl Gane vs. Tai Tuivasa,Ciryl Gane,Tai Tuivasa,Ciryl Gane,W,L,Heavyweight Bout,KO/TKO,3,4:23,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/810c9da07970c4a6
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Nassourdine Imavov vs. Joaquin Buckley,Nassourdine Imavov,Joaquin Buckley,Nassourdine Imavov,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/20f316f96c9e4458
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Alessio Di Chirico vs. Roman Kopylov,Alessio Di Chirico,Roman Kopylov,Roman Kopylov,L,W,Middleweight Bout,KO/TKO,3,1:09,3 Rnd (5-5-5),Rich Mitchell,http://ufcstats.com/fight-details/1a191251620a84ca
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",William Gomis vs. Jarno Errens,William Gomis,Jarno Errens,William Gomis,W,L,Featherweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/398db40015b3c81c
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Charles Jourdain vs. Nathaniel Wood,Charles Jourdain,Nathaniel Wood,Nathaniel Wood,L,W,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,http://ufcstats.com/fight-details/acc9a109b00a99e1
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Robert Whittaker vs. Marvin Vettori,Robert Whittaker,Marvin Vettori,Robert Whittaker,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/b8ca1acdf3dc2f58
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",John Makdessi vs. Nasrat Haqparast,John Makdessi,Nasrat Haqparast,Nasrat Haqparast,L,W,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7bced112f3229b1b
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Fares Ziam vs. Michal Figlak,Fares Ziam,Michal Figlak,Fares Ziam,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,http://ufcstats.com/fight-details/fd47032108b85cf0
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Benoit Saint Denis vs. Gabriel Miranda,Benoit Saint Denis,Gabriel Miranda,Benoit Saint Denis,W,L,Lightweight Bout,KO/TKO,2,0:16,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/3e2f00991f511607
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Khalid Taha vs. Cristian Quinonez,Khalid Taha,Cristian Quinonez,Cristian Quinonez,L,W,Bantamweight Bout,KO/TKO,1,3:15,3 Rnd (5-5-5),Rich Mitchell,http://ufcstats.com/fight-details/ca7fd237c16cec84
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Stephanie Egger vs. Ailin Perez,Stephanie Egger,Ailin Perez,Stephanie Egger,W,L,Women's Featherweight Bout,Submission,2,4:54,3 Rnd (5-5-5),Loic Pora,http://ufcstats.com/fight-details/ce62a50e97d497f9
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"Paris, Ile-de-France, France",Abus Magomedov vs. Dustin Stoltzfus,Abus Magomedov,Dustin Stoltzfus,Abus Magomedov,W,L,Middleweight Bout,KO/TKO,1,0:19,3 Rnd (5-5-5),Loic Pora,http://ufcstats.com/fight-details/cf9035f2fc2e232f
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Nate Diaz vs. Tony Ferguson,Nate Diaz,Tony Ferguson,Nate Diaz,W,L,Welterweight Bout,Submission,4,2:52,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7e8fd03e070d0c25
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Khamzat Chimaev vs. Kevin Holland,Khamzat Chimaev,Kevin Holland,Khamzat Chimaev,W,L,Catch Weight Bout,Submission,1,2:13,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/0111e6a64b5184c6
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Irene Aldana vs. Macy Chiasson,Irene Aldana,Macy Chiasson,Irene Aldana,W,L,Catch Weight Bout,KO/TKO,3,2:21,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/989b8d362742f40b
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Johnny Walker vs. Ion Cutelaba,Johnny Walker,Ion Cutelaba,Johnny Walker,W,L,Light Heavyweight Bout,Submission,1,4:37,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/d869eaea38426f06
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Hakeem Dawodu vs. Julian Erosa,Hakeem Dawodu,Julian Erosa,Julian Erosa,L,W,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/0e6d624086f7952e
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Li Jingliang vs. Daniel Rodriguez,Li Jingliang,Daniel Rodriguez,Daniel Rodriguez,L,W,Catch Weight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/d3e23d7d207d3ccf
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Denis Tiuliulin vs. Jamie Pickett,Denis Tiuliulin,Jamie Pickett,Denis Tiuliulin,W,L,Middleweight Bout,KO/TKO,2,4:52,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/77acb96700e89c92
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Jailton Almeida vs. Anton Turkalj,Jailton Almeida,Anton Turkalj,Jailton Almeida,W,L,Catch Weight Bout,Submission,1,4:27,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/301f230c90c4bd7d
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Melissa Martinez vs. Elise Reed,Melissa Martinez,Elise Reed,Elise Reed,L,W,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/a5cf273faa3982b7
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Darian Weeks vs. Yohan Lainesse,Darian Weeks,Yohan Lainesse,Yohan Lainesse,L,W,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,http://ufcstats.com/fight-details/86d57e8ef2191316
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Norma Dumont vs. Danyelle Wolf,Norma Dumont,Danyelle Wolf,Norma Dumont,W,L,Women's Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/db3e26d02d790c97
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Jake Collier vs. Chris Barnett,Jake Collier,Chris Barnett,Chris Barnett,L,W,Heavyweight Bout,KO/TKO,2,2:24,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/bf334cb4e63f3430
UFC 279: Diaz vs. Ferguson,2022-09-10,"Las Vegas, Nevada, USA",Chad Anheliger vs. Alatengheili,Chad Anheliger,Alatengheili,Alatengheili,L,W,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/6010f681e54ba2cd
UFC Fight Night: Sandhagen vs. Song,2022-09-17,"Las Vegas, Nevada, USA",Cory Sandhagen vs. Song Yadong,Cory Sandhagen,Song Yadong,Cory Sandhagen,W,L,Bantamweight Bout,TKO - Doctor's Stoppage,4,5:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/df370b97ea49e6b4
